row_index,listing_id,group_safe_group_id,repeat_group_id,is_repeat_like,group_safe_fold,group_size,repeat_level
934,103798536,UNIQUE_103798536,,False,1,1,non-repeat
935,101998659,UNIQUE_101998659,,False,5,1,non-repeat
936,102625173,UNIQUE_102625173,,False,4,1,non-repeat
937,103798680,UNIQUE_103798680,,False,2,1,non-repeat
938,103798675,UNIQUE_103798675,,False,1,1,non-repeat
939,102043076,UNIQUE_102043076,,False,1,1,non-repeat
940,102633724,UNIQUE_102633724,,False,4,1,non-repeat
941,99442730,RG_0043,RG_0043,True,4,2,Level 3 - possible repeat
942,102920898,RG_0075,RG_0075,True,4,2,Level 1 - exact duplicate
943,99886818,UNIQUE_99886818,,False,1,1,non-repeat
944,99886862,UNIQUE_99886862,,False,2,1,non-repeat
945,102919361,UNIQUE_102919361,,False,2,1,non-repeat
946,103707832,UNIQUE_103707832,,False,4,1,non-repeat
947,103767907,UNIQUE_103767907,,False,2,1,non-repeat
948,101056110,UNIQUE_101056110,,False,3,1,non-repeat
949,103726707,UNIQUE_103726707,,False,3,1,non-repeat
950,103424893,UNIQUE_103424893,,False,3,1,non-repeat
951,103798472,RG_0076,RG_0076,True,5,2,Level 3 - possible repeat
952,103798459,UNIQUE_103798459,,False,3,1,non-repeat
953,103798458,UNIQUE_103798458,,False,3,1,non-repeat
954,103798444,UNIQUE_103798444,,False,4,1,non-repeat
955,103429359,UNIQUE_103429359,,False,2,1,non-repeat
956,103362112,UNIQUE_103362112,,False,1,1,non-repeat
957,103798266,UNIQUE_103798266,,False,4,1,non-repeat
958,103798255,UNIQUE_103798255,,False,5,1,non-repeat
959,102924038,UNIQUE_102924038,,False,2,1,non-repeat
960,102923906,UNIQUE_102923906,,False,2,1,non-repeat
961,103470374,UNIQUE_103470374,,False,1,1,non-repeat
962,103444549,RG_0014,RG_0014,True,3,2,Level 3 - possible repeat
963,103689187,UNIQUE_103689187,,False,5,1,non-repeat
964,101337563,UNIQUE_101337563,,False,1,1,non-repeat
965,103532021,UNIQUE_103532021,,False,3,1,non-repeat
966,102543953,UNIQUE_102543953,,False,2,1,non-repeat
967,101062046,UNIQUE_101062046,,False,1,1,non-repeat
968,101060006,UNIQUE_101060006,,False,3,1,non-repeat
969,101062183,UNIQUE_101062183,,False,4,1,non-repeat
970,103691024,UNIQUE_103691024,,False,4,1,non-repeat
971,103797273,RG_0020,RG_0020,True,5,6,Level 3 - possible repeat
972,103798151,UNIQUE_103798151,,False,5,1,non-repeat
973,103798111,UNIQUE_103798111,,False,2,1,non-repeat
974,103798101,UNIQUE_103798101,,False,4,1,non-repeat
975,103450483,RG_0077,RG_0077,True,1,2,Level 1 - exact duplicate
976,102288419,UNIQUE_102288419,,False,5,1,non-repeat
977,101370530,RG_0078,RG_0078,True,4,3,Level 3 - possible repeat
978,100611579,UNIQUE_100611579,,False,3,1,non-repeat
979,103729705,RG_0079,RG_0079,True,3,2,Level 3 - possible repeat
980,103519002,UNIQUE_103519002,,False,2,1,non-repeat
981,103278535,UNIQUE_103278535,,False,3,1,non-repeat
982,102650548,UNIQUE_102650548,,False,3,1,non-repeat
983,102882864,UNIQUE_102882864,,False,2,1,non-repeat
984,101274185,UNIQUE_101274185,,False,2,1,non-repeat
985,102128490,UNIQUE_102128490,,False,3,1,non-repeat
986,102465358,UNIQUE_102465358,,False,4,1,non-repeat
987,103126109,UNIQUE_103126109,,False,2,1,non-repeat
988,103685246,UNIQUE_103685246,,False,4,1,non-repeat
989,103638186,UNIQUE_103638186,,False,4,1,non-repeat
990,101863081,UNIQUE_101863081,,False,3,1,non-repeat
991,102845950,UNIQUE_102845950,,False,5,1,non-repeat
992,97089343,UNIQUE_97089343,,False,3,1,non-repeat
993,103601544,UNIQUE_103601544,,False,1,1,non-repeat
994,103797942,UNIQUE_103797942,,False,5,1,non-repeat
995,103797911,UNIQUE_103797911,,False,5,1,non-repeat
996,103797909,RG_0080,RG_0080,True,4,2,Level 3 - possible repeat
997,103797908,UNIQUE_103797908,,False,2,1,non-repeat
998,102847746,UNIQUE_102847746,,False,3,1,non-repeat
999,103504570,UNIQUE_103504570,,False,4,1,non-repeat
1000,102193111,UNIQUE_102193111,,False,5,1,non-repeat
1001,102013146,UNIQUE_102013146,,False,1,1,non-repeat
1002,102905329,UNIQUE_102905329,,False,1,1,non-repeat
1003,103460024,UNIQUE_103460024,,False,1,1,non-repeat
1004,103338655,RG_0031,RG_0031,True,1,4,Level 3 - possible repeat
1005,102800930,UNIQUE_102800930,,False,1,1,non-repeat
1006,103354971,UNIQUE_103354971,,False,2,1,non-repeat
1007,103797717,UNIQUE_103797717,,False,5,1,non-repeat
1008,102622690,UNIQUE_102622690,,False,4,1,non-repeat
1009,99846072,UNIQUE_99846072,,False,5,1,non-repeat
1010,98243947,UNIQUE_98243947,,False,3,1,non-repeat
1011,103148750,RG_0081,RG_0081,True,1,2,Level 3 - possible repeat
1012,103124140,UNIQUE_103124140,,False,1,1,non-repeat
1013,103082575,RG_0082,RG_0082,True,4,2,Level 3 - possible repeat
1014,102785237,UNIQUE_102785237,,False,5,1,non-repeat
1015,101458301,UNIQUE_101458301,,False,4,1,non-repeat
1016,101261486,UNIQUE_101261486,,False,5,1,non-repeat
1017,101250730,UNIQUE_101250730,,False,1,1,non-repeat
1018,103324351,RG_0083,RG_0083,True,4,2,Level 3 - possible repeat
1019,103014507,UNIQUE_103014507,,False,5,1,non-repeat
1020,103124171,RG_0084,RG_0084,True,3,2,Level 3 - possible repeat
1021,102943996,UNIQUE_102943996,,False,1,1,non-repeat
1022,102706580,UNIQUE_102706580,,False,3,1,non-repeat
1023,102537454,UNIQUE_102537454,,False,2,1,non-repeat
1024,102505214,UNIQUE_102505214,,False,4,1,non-repeat
1025,102280872,UNIQUE_102280872,,False,4,1,non-repeat
1026,101337232,UNIQUE_101337232,,False,3,1,non-repeat
1027,100758841,RG_0085,RG_0085,True,3,2,Level 3 - possible repeat
1028,100208765,UNIQUE_100208765,,False,1,1,non-repeat
1029,99139799,UNIQUE_99139799,,False,1,1,non-repeat
1030,101109810,UNIQUE_101109810,,False,5,1,non-repeat
1031,103781037,UNIQUE_103781037,,False,5,1,non-repeat
1032,103222248,UNIQUE_103222248,,False,5,1,non-repeat
1033,102898854,RG_0086,RG_0086,True,3,2,Level 3 - possible repeat
1034,99139783,UNIQUE_99139783,,False,4,1,non-repeat
1035,102281172,UNIQUE_102281172,,False,5,1,non-repeat
1036,100894957,UNIQUE_100894957,,False,2,1,non-repeat
1037,103797546,UNIQUE_103797546,,False,2,1,non-repeat
1038,102757875,UNIQUE_102757875,,False,4,1,non-repeat
1039,101305880,UNIQUE_101305880,,False,2,1,non-repeat
1040,101737458,RG_0087,RG_0087,True,3,2,Level 3 - possible repeat
1041,103606404,UNIQUE_103606404,,False,5,1,non-repeat
1042,102097198,UNIQUE_102097198,,False,2,1,non-repeat
1043,102073582,UNIQUE_102073582,,False,3,1,non-repeat
1044,103797537,UNIQUE_103797537,,False,4,1,non-repeat
1045,99310438,RG_0088,RG_0088,True,2,2,Level 3 - possible repeat
1046,101080943,UNIQUE_101080943,,False,5,1,non-repeat
1047,100804825,UNIQUE_100804825,,False,4,1,non-repeat
1048,99466291,RG_0061,RG_0061,True,4,2,Level 3 - possible repeat
1049,103388443,RG_0089,RG_0089,True,1,2,Level 3 - possible repeat
1050,101380358,UNIQUE_101380358,,False,2,1,non-repeat
1051,100288529,RG_0090,RG_0090,True,5,2,Level 3 - possible repeat
1052,103797453,UNIQUE_103797453,,False,5,1,non-repeat
1053,101325438,UNIQUE_101325438,,False,3,1,non-repeat
1054,102889847,UNIQUE_102889847,,False,5,1,non-repeat
1055,103797431,UNIQUE_103797431,,False,4,1,non-repeat
1056,103416057,UNIQUE_103416057,,False,5,1,non-repeat
1057,103797428,UNIQUE_103797428,,False,2,1,non-repeat
1058,103797396,UNIQUE_103797396,,False,1,1,non-repeat
1059,103292117,UNIQUE_103292117,,False,1,1,non-repeat
1060,103797371,UNIQUE_103797371,,False,3,1,non-repeat
1061,103797361,UNIQUE_103797361,,False,2,1,non-repeat
1062,103797376,UNIQUE_103797376,,False,4,1,non-repeat
1063,103797375,UNIQUE_103797375,,False,4,1,non-repeat
1064,103797332,UNIQUE_103797332,,False,5,1,non-repeat
1065,103752244,UNIQUE_103752244,,False,1,1,non-repeat
1066,103797322,RG_0091,RG_0091,True,5,2,Level 3 - possible repeat
1067,103797254,UNIQUE_103797254,,False,2,1,non-repeat
1068,103023927,UNIQUE_103023927,,False,4,1,non-repeat
1069,103797277,UNIQUE_103797277,,False,2,1,non-repeat
1070,103797251,RG_0092,RG_0092,True,3,2,Level 3 - possible repeat
1071,101872448,UNIQUE_101872448,,False,1,1,non-repeat
1072,103797271,RG_0093,RG_0093,True,4,2,Level 3 - possible repeat
1073,103797270,UNIQUE_103797270,,False,2,1,non-repeat
1074,102843782,UNIQUE_102843782,,False,1,1,non-repeat
1075,103443462,UNIQUE_103443462,,False,3,1,non-repeat
1076,97834253,UNIQUE_97834253,,False,2,1,non-repeat
1077,97834129,UNIQUE_97834129,,False,5,1,non-repeat
1078,97832489,UNIQUE_97832489,,False,5,1,non-repeat
1079,101722900,UNIQUE_101722900,,False,3,1,non-repeat
1080,100543512,RG_0087,RG_0087,True,3,2,Level 3 - possible repeat
1081,102184341,UNIQUE_102184341,,False,4,1,non-repeat
1082,103797217,UNIQUE_103797217,,False,5,1,non-repeat
1083,103797164,UNIQUE_103797164,,False,5,1,non-repeat
1084,103797157,UNIQUE_103797157,,False,2,1,non-repeat
1085,102036014,UNIQUE_102036014,,False,4,1,non-repeat
1086,95219758,UNIQUE_95219758,,False,2,1,non-repeat
1087,101128566,UNIQUE_101128566,,False,5,1,non-repeat
1088,103585248,UNIQUE_103585248,,False,2,1,non-repeat
1089,103479600,UNIQUE_103479600,,False,4,1,non-repeat
1090,103402025,UNIQUE_103402025,,False,3,1,non-repeat
1091,103740042,UNIQUE_103740042,,False,4,1,non-repeat
1092,103742048,UNIQUE_103742048,,False,3,1,non-repeat
1093,100785324,UNIQUE_100785324,,False,1,1,non-repeat
1094,98720154,UNIQUE_98720154,,False,5,1,non-repeat
1095,98739542,UNIQUE_98739542,,False,2,1,non-repeat
1096,103374766,UNIQUE_103374766,,False,5,1,non-repeat
1097,103797103,UNIQUE_103797103,,False,3,1,non-repeat
1098,103797097,UNIQUE_103797097,,False,5,1,non-repeat
1099,103797146,UNIQUE_103797146,,False,1,1,non-repeat
1100,100916446,UNIQUE_100916446,,False,3,1,non-repeat
1101,97482842,UNIQUE_97482842,,False,4,1,non-repeat
1102,103705048,UNIQUE_103705048,,False,1,1,non-repeat
1103,103714808,UNIQUE_103714808,,False,4,1,non-repeat
1104,95892312,UNIQUE_95892312,,False,5,1,non-repeat
1105,101049834,UNIQUE_101049834,,False,3,1,non-repeat
1106,103797128,UNIQUE_103797128,,False,4,1,non-repeat
1107,103797126,UNIQUE_103797126,,False,2,1,non-repeat
1108,103797125,UNIQUE_103797125,,False,3,1,non-repeat
1109,92162624,UNIQUE_92162624,,False,4,1,non-repeat
1110,103684332,RG_0069,RG_0069,True,4,2,Level 3 - possible repeat
1111,103714989,RG_0094,RG_0094,True,1,2,Level 3 - possible repeat
1112,103717623,UNIQUE_103717623,,False,2,1,non-repeat
1113,76183205,UNIQUE_76183205,,False,3,1,non-repeat
1114,90371478,UNIQUE_90371478,,False,2,1,non-repeat
1115,102439373,UNIQUE_102439373,,False,2,1,non-repeat
1116,103445774,UNIQUE_103445774,,False,4,1,non-repeat
1117,103419095,UNIQUE_103419095,,False,1,1,non-repeat
1118,102894978,UNIQUE_102894978,,False,5,1,non-repeat
1119,103797076,UNIQUE_103797076,,False,3,1,non-repeat
1120,103796970,UNIQUE_103796970,,False,5,1,non-repeat
1121,103796987,UNIQUE_103796987,,False,3,1,non-repeat
1122,103436990,UNIQUE_103436990,,False,1,1,non-repeat
1123,100288687,RG_0083,RG_0083,True,4,2,Level 3 - possible repeat
1124,99466343,UNIQUE_99466343,,False,5,1,non-repeat
1125,103797057,UNIQUE_103797057,,False,3,1,non-repeat
1126,103797056,UNIQUE_103797056,,False,4,1,non-repeat
1127,101019426,UNIQUE_101019426,,False,2,1,non-repeat
1128,103797048,UNIQUE_103797048,,False,2,1,non-repeat
1129,103797047,UNIQUE_103797047,,False,5,1,non-repeat
1130,101990539,UNIQUE_101990539,,False,2,1,non-repeat
1131,103796947,UNIQUE_103796947,,False,3,1,non-repeat
1132,103796936,UNIQUE_103796936,,False,4,1,non-repeat
1133,103796931,UNIQUE_103796931,,False,5,1,non-repeat
1134,103423738,UNIQUE_103423738,,False,3,1,non-repeat
1135,103549671,UNIQUE_103549671,,False,5,1,non-repeat
1136,103797008,UNIQUE_103797008,,False,3,1,non-repeat
1137,103450284,UNIQUE_103450284,,False,1,1,non-repeat
1138,103477237,UNIQUE_103477237,,False,2,1,non-repeat
1139,103470205,RG_0095,RG_0095,True,4,2,Level 1 - exact duplicate
1140,102172274,UNIQUE_102172274,,False,5,1,non-repeat
1141,94213853,UNIQUE_94213853,,False,5,1,non-repeat
1142,100025500,UNIQUE_100025500,,False,4,1,non-repeat
1143,103336579,RG_0096,RG_0096,True,5,2,Level 1 - exact duplicate
1144,101557980,UNIQUE_101557980,,False,4,1,non-repeat
1145,103715204,UNIQUE_103715204,,False,5,1,non-repeat
1146,98377340,UNIQUE_98377340,,False,1,1,non-repeat
1147,97940583,UNIQUE_97940583,,False,1,1,non-repeat
1148,95823750,UNIQUE_95823750,,False,2,1,non-repeat
1149,103796815,RG_0023,RG_0023,True,2,2,Level 3 - possible repeat
1150,102283762,UNIQUE_102283762,,False,2,1,non-repeat
1151,100815948,UNIQUE_100815948,,False,3,1,non-repeat
1152,100253281,UNIQUE_100253281,,False,4,1,non-repeat
1153,103796877,UNIQUE_103796877,,False,4,1,non-repeat
1154,103796871,UNIQUE_103796871,,False,1,1,non-repeat
1155,101941512,UNIQUE_101941512,,False,1,1,non-repeat
1156,103796796,UNIQUE_103796796,,False,5,1,non-repeat
1157,103796803,UNIQUE_103796803,,False,2,1,non-repeat
1158,103282247,UNIQUE_103282247,,False,2,1,non-repeat
1159,103419115,UNIQUE_103419115,,False,5,1,non-repeat
1160,103425319,UNIQUE_103425319,,False,2,1,non-repeat
1161,98409917,UNIQUE_98409917,,False,2,1,non-repeat
1162,101279647,UNIQUE_101279647,,False,1,1,non-repeat
1163,101382844,UNIQUE_101382844,,False,4,1,non-repeat
1164,103760421,UNIQUE_103760421,,False,5,1,non-repeat
1165,103761088,UNIQUE_103761088,,False,3,1,non-repeat
1166,103235193,UNIQUE_103235193,,False,5,1,non-repeat
1167,101065984,UNIQUE_101065984,,False,4,1,non-repeat
1168,99044462,UNIQUE_99044462,,False,5,1,non-repeat
1169,98233164,UNIQUE_98233164,,False,1,1,non-repeat
1170,103796721,UNIQUE_103796721,,False,5,1,non-repeat
1171,103796707,RG_0097,RG_0097,True,1,3,Level 2 - strong repeat
1172,103796697,RG_0097,RG_0097,True,1,3,Level 2 - strong repeat
1173,103796684,RG_0097,RG_0097,True,1,3,Level 2 - strong repeat
1174,103796787,UNIQUE_103796787,,False,3,1,non-repeat
1175,103796785,UNIQUE_103796785,,False,5,1,non-repeat
1176,103669945,UNIQUE_103669945,,False,4,1,non-repeat
1177,103421446,UNIQUE_103421446,,False,5,1,non-repeat
1178,103640101,UNIQUE_103640101,,False,4,1,non-repeat
1179,103527484,RG_0053,RG_0053,True,1,2,Level 3 - possible repeat
1180,103072253,RG_0082,RG_0082,True,4,2,Level 3 - possible repeat
1181,103465855,UNIQUE_103465855,,False,3,1,non-repeat
1182,103796778,UNIQUE_103796778,,False,5,1,non-repeat
1183,103796773,UNIQUE_103796773,,False,1,1,non-repeat
1184,102126519,UNIQUE_102126519,,False,3,1,non-repeat
1185,103796767,UNIQUE_103796767,,False,4,1,non-repeat
1186,103796665,RG_0060,RG_0060,True,2,2,Level 3 - possible repeat
1187,103796664,UNIQUE_103796664,,False,5,1,non-repeat
1188,103796660,UNIQUE_103796660,,False,2,1,non-repeat
1189,103796743,UNIQUE_103796743,,False,1,1,non-repeat
1190,103673812,UNIQUE_103673812,,False,1,1,non-repeat
1191,100849422,UNIQUE_100849422,,False,2,1,non-repeat
1192,102485274,UNIQUE_102485274,,False,3,1,non-repeat
1193,103699105,UNIQUE_103699105,,False,2,1,non-repeat
1194,103559688,UNIQUE_103559688,,False,3,1,non-repeat
1195,102107757,UNIQUE_102107757,,False,5,1,non-repeat
1196,103538432,UNIQUE_103538432,,False,3,1,non-repeat
1197,103494812,UNIQUE_103494812,,False,1,1,non-repeat
1198,103446079,UNIQUE_103446079,,False,5,1,non-repeat
1199,103690877,UNIQUE_103690877,,False,3,1,non-repeat
1200,103223072,RG_0095,RG_0095,True,4,2,Level 1 - exact duplicate
1201,103470201,RG_0096,RG_0096,True,5,2,Level 1 - exact duplicate
1202,103796653,UNIQUE_103796653,,False,1,1,non-repeat
1203,100309020,UNIQUE_100309020,,False,1,1,non-repeat
1204,102434884,UNIQUE_102434884,,False,5,1,non-repeat
1205,103727257,UNIQUE_103727257,,False,2,1,non-repeat
1206,103796542,UNIQUE_103796542,,False,3,1,non-repeat
1207,103796565,UNIQUE_103796565,,False,3,1,non-repeat
1208,103389817,UNIQUE_103389817,,False,1,1,non-repeat
1209,103260845,UNIQUE_103260845,,False,3,1,non-repeat
1210,103767080,UNIQUE_103767080,,False,2,1,non-repeat
1211,103764720,UNIQUE_103764720,,False,2,1,non-repeat
1212,102267563,UNIQUE_102267563,,False,1,1,non-repeat
1213,103796418,UNIQUE_103796418,,False,3,1,non-repeat
1214,102873781,UNIQUE_102873781,,False,1,1,non-repeat
1215,102841105,UNIQUE_102841105,,False,3,1,non-repeat
1216,102989220,UNIQUE_102989220,,False,2,1,non-repeat
1217,102097200,UNIQUE_102097200,,False,1,1,non-repeat
1218,100692333,UNIQUE_100692333,,False,2,1,non-repeat
1219,102272734,RG_0088,RG_0088,True,2,2,Level 3 - possible repeat
1220,100184788,RG_0084,RG_0084,True,3,2,Level 3 - possible repeat
1221,103796402,UNIQUE_103796402,,False,3,1,non-repeat
1222,103796444,UNIQUE_103796444,,False,1,1,non-repeat
1223,103685134,UNIQUE_103685134,,False,3,1,non-repeat
1224,103705936,UNIQUE_103705936,,False,1,1,non-repeat
1225,101536156,UNIQUE_101536156,,False,2,1,non-repeat
1226,103796353,UNIQUE_103796353,,False,3,1,non-repeat
1227,103796349,RG_0098,RG_0098,True,4,2,Level 3 - possible repeat
1228,103127725,UNIQUE_103127725,,False,2,1,non-repeat
1229,103025400,UNIQUE_103025400,,False,2,1,non-repeat
1230,102198088,UNIQUE_102198088,,False,5,1,non-repeat
1231,101325789,RG_0081,RG_0081,True,1,2,Level 3 - possible repeat
1232,103643157,UNIQUE_103643157,,False,1,1,non-repeat
1233,103796395,UNIQUE_103796395,,False,5,1,non-repeat
1234,102808479,UNIQUE_102808479,,False,5,1,non-repeat
1235,102510692,UNIQUE_102510692,,False,3,1,non-repeat
1236,100499344,UNIQUE_100499344,,False,1,1,non-repeat
1237,102614705,UNIQUE_102614705,,False,4,1,non-repeat
1238,103796380,UNIQUE_103796380,,False,1,1,non-repeat
1239,103050834,UNIQUE_103050834,,False,2,1,non-repeat
1240,103570806,UNIQUE_103570806,,False,3,1,non-repeat
1241,103520779,UNIQUE_103520779,,False,3,1,non-repeat
1242,99968757,UNIQUE_99968757,,False,3,1,non-repeat
1243,103014181,UNIQUE_103014181,,False,4,1,non-repeat
1244,100249876,RG_0090,RG_0090,True,5,2,Level 3 - possible repeat
1245,98560819,UNIQUE_98560819,,False,3,1,non-repeat
1246,97025172,UNIQUE_97025172,,False,1,1,non-repeat
1247,103796223,UNIQUE_103796223,,False,4,1,non-repeat
1248,103796197,UNIQUE_103796197,,False,5,1,non-repeat
1249,103536109,UNIQUE_103536109,,False,5,1,non-repeat
1250,103796315,UNIQUE_103796315,,False,4,1,non-repeat
1251,102874865,UNIQUE_102874865,,False,4,1,non-repeat
1252,103105437,UNIQUE_103105437,,False,4,1,non-repeat
1253,103796311,UNIQUE_103796311,,False,4,1,non-repeat
1254,103796162,RG_0029,RG_0029,True,4,3,Level 1 - exact duplicate
1255,103796304,UNIQUE_103796304,,False,2,1,non-repeat
1256,103796303,UNIQUE_103796303,,False,3,1,non-repeat
1257,103438937,UNIQUE_103438937,,False,3,1,non-repeat
1258,103796293,UNIQUE_103796293,,False,4,1,non-repeat
1259,103001429,UNIQUE_103001429,,False,1,1,non-repeat
1260,103605382,UNIQUE_103605382,,False,2,1,non-repeat
1261,100543136,UNIQUE_100543136,,False,1,1,non-repeat
1262,103796024,UNIQUE_103796024,,False,1,1,non-repeat
1263,103796139,UNIQUE_103796139,,False,1,1,non-repeat
1264,103796014,UNIQUE_103796014,,False,5,1,non-repeat
1265,103686605,UNIQUE_103686605,,False,1,1,non-repeat
1266,103750149,UNIQUE_103750149,,False,3,1,non-repeat
1267,102482545,UNIQUE_102482545,,False,2,1,non-repeat
1268,103796092,UNIQUE_103796092,,False,2,1,non-repeat
1269,94760102,UNIQUE_94760102,,False,5,1,non-repeat
1270,100727490,UNIQUE_100727490,,False,2,1,non-repeat
1271,101981935,UNIQUE_101981935,,False,4,1,non-repeat
1272,102091178,UNIQUE_102091178,,False,5,1,non-repeat
1273,99704979,UNIQUE_99704979,,False,3,1,non-repeat
1274,102654288,UNIQUE_102654288,,False,1,1,non-repeat
1275,103795950,RG_0099,RG_0099,True,5,2,Level 3 - possible repeat
1276,103308799,RG_0055,RG_0055,True,4,2,Level 3 - possible repeat
1277,103795930,RG_0005,RG_0005,True,5,3,Level 3 - possible repeat
1278,103245620,RG_0100,RG_0100,True,3,2,Level 3 - possible repeat
1279,101972175,UNIQUE_101972175,,False,2,1,non-repeat
1280,102907672,RG_0086,RG_0086,True,3,2,Level 3 - possible repeat
1281,103442297,UNIQUE_103442297,,False,5,1,non-repeat
1282,103795891,RG_0101,RG_0101,True,2,3,Level 3 - possible repeat
1283,101629550,UNIQUE_101629550,,False,5,1,non-repeat
1284,103339072,UNIQUE_103339072,,False,2,1,non-repeat
1285,103795815,UNIQUE_103795815,,False,1,1,non-repeat
1286,103795802,RG_0102,RG_0102,True,4,2,Level 3 - possible repeat
1287,103698354,UNIQUE_103698354,,False,3,1,non-repeat
1288,95706905,UNIQUE_95706905,,False,3,1,non-repeat
1289,103795799,UNIQUE_103795799,,False,1,1,non-repeat
1290,98860442,UNIQUE_98860442,,False,5,1,non-repeat
1291,103252600,UNIQUE_103252600,,False,2,1,non-repeat
1292,103795699,RG_0103,RG_0103,True,1,2,Level 3 - possible repeat
1293,103795697,UNIQUE_103795697,,False,2,1,non-repeat
1294,103449900,RG_0050,RG_0050,True,2,2,Level 3 - possible repeat
1295,103359755,UNIQUE_103359755,,False,4,1,non-repeat
1296,103795669,UNIQUE_103795669,,False,1,1,non-repeat
1297,103456523,UNIQUE_103456523,,False,2,1,non-repeat
1298,100414970,UNIQUE_100414970,,False,5,1,non-repeat
1299,103795631,UNIQUE_103795631,,False,5,1,non-repeat
1300,102424719,UNIQUE_102424719,,False,2,1,non-repeat
1301,102424761,UNIQUE_102424761,,False,1,1,non-repeat
1302,103601526,UNIQUE_103601526,,False,2,1,non-repeat
1303,103501945,UNIQUE_103501945,,False,3,1,non-repeat
1304,103795578,UNIQUE_103795578,,False,5,1,non-repeat
1305,103795519,UNIQUE_103795519,,False,1,1,non-repeat
1306,103795515,UNIQUE_103795515,,False,2,1,non-repeat
1307,103795393,UNIQUE_103795393,,False,2,1,non-repeat
1308,102084307,UNIQUE_102084307,,False,3,1,non-repeat
1309,102083191,UNIQUE_102083191,,False,4,1,non-repeat
1310,102860545,UNIQUE_102860545,,False,4,1,non-repeat
1311,103795460,UNIQUE_103795460,,False,2,1,non-repeat
1312,103795436,UNIQUE_103795436,,False,2,1,non-repeat
1313,103795360,RG_0104,RG_0104,True,5,2,Level 1 - exact duplicate
1314,103795356,UNIQUE_103795356,,False,1,1,non-repeat
1315,102530014,UNIQUE_102530014,,False,3,1,non-repeat
1316,103795432,UNIQUE_103795432,,False,2,1,non-repeat
1317,103795413,UNIQUE_103795413,,False,5,1,non-repeat
1318,103729182,UNIQUE_103729182,,False,2,1,non-repeat
1319,101705724,UNIQUE_101705724,,False,2,1,non-repeat
1320,103795227,UNIQUE_103795227,,False,4,1,non-repeat
1321,102082460,UNIQUE_102082460,,False,2,1,non-repeat
1322,103795288,RG_0104,RG_0104,True,5,2,Level 1 - exact duplicate
1323,103567545,UNIQUE_103567545,,False,2,1,non-repeat
1324,103795203,UNIQUE_103795203,,False,2,1,non-repeat
1325,103795185,UNIQUE_103795185,,False,2,1,non-repeat
1326,103795266,UNIQUE_103795266,,False,4,1,non-repeat
1327,100985420,UNIQUE_100985420,,False,2,1,non-repeat
1328,103350530,RG_0031,RG_0031,True,1,4,Level 3 - possible repeat
1329,103187946,UNIQUE_103187946,,False,2,1,non-repeat
1330,103089105,UNIQUE_103089105,,False,1,1,non-repeat
1331,101517371,UNIQUE_101517371,,False,1,1,non-repeat
1332,103795120,RG_0062,RG_0062,True,1,2,Level 3 - possible repeat
1333,103795110,UNIQUE_103795110,,False,2,1,non-repeat
1334,103795107,UNIQUE_103795107,,False,5,1,non-repeat
1335,103795176,UNIQUE_103795176,,False,5,1,non-repeat
1336,103795096,UNIQUE_103795096,,False,5,1,non-repeat
1337,101672290,UNIQUE_101672290,,False,1,1,non-repeat
1338,101670291,UNIQUE_101670291,,False,1,1,non-repeat
1339,102882471,UNIQUE_102882471,,False,4,1,non-repeat
1340,103795148,UNIQUE_103795148,,False,3,1,non-repeat
1341,103795146,UNIQUE_103795146,,False,2,1,non-repeat
1342,103511282,UNIQUE_103511282,,False,1,1,non-repeat
1343,102621739,RG_0105,RG_0105,True,2,2,Level 3 - possible repeat
1344,103794979,RG_0106,RG_0106,True,3,2,Level 3 - possible repeat
1345,103794972,UNIQUE_103794972,,False,1,1,non-repeat
1346,103794936,UNIQUE_103794936,,False,5,1,non-repeat
1347,103794908,UNIQUE_103794908,,False,1,1,non-repeat
1348,102916819,UNIQUE_102916819,,False,1,1,non-repeat
1349,102916783,UNIQUE_102916783,,False,5,1,non-repeat
1350,103795068,UNIQUE_103795068,,False,4,1,non-repeat
1351,97151327,UNIQUE_97151327,,False,1,1,non-repeat
1352,103538515,UNIQUE_103538515,,False,4,1,non-repeat
1353,103794883,UNIQUE_103794883,,False,4,1,non-repeat
1354,103794878,UNIQUE_103794878,,False,5,1,non-repeat
1355,102905110,UNIQUE_102905110,,False,5,1,non-repeat
1356,102905091,UNIQUE_102905091,,False,3,1,non-repeat
1357,102889785,UNIQUE_102889785,,False,5,1,non-repeat
1358,102889632,UNIQUE_102889632,,False,3,1,non-repeat
1359,102889068,UNIQUE_102889068,,False,1,1,non-repeat
1360,102889006,UNIQUE_102889006,,False,2,1,non-repeat
1361,103795029,UNIQUE_103795029,,False,3,1,non-repeat
1362,103795016,UNIQUE_103795016,,False,3,1,non-repeat
1363,103795013,UNIQUE_103795013,,False,1,1,non-repeat
1364,101837463,RG_0033,RG_0033,True,1,2,Level 3 - possible repeat
1365,103040014,UNIQUE_103040014,,False,5,1,non-repeat
1366,102843087,UNIQUE_102843087,,False,1,1,non-repeat
1367,103794729,UNIQUE_103794729,,False,1,1,non-repeat
1368,103794705,UNIQUE_103794705,,False,1,1,non-repeat
1369,103794834,UNIQUE_103794834,,False,5,1,non-repeat
1370,103794832,UNIQUE_103794832,,False,5,1,non-repeat
1371,103794818,UNIQUE_103794818,,False,2,1,non-repeat
1372,92387411,UNIQUE_92387411,,False,3,1,non-repeat
